"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "vcontact_cluster" "sample" "country" "crispr_host" "sample_cluster"
"ERR589750_NODE_6_length_372024_cov_20.0773" "ERR589750_NODE_6_length_372024_cov_20.0773" 372024 20.0773 FALSE 29.98 FALSE FALSE "Myoviridae" NA NA 0 86 TRUE "c120" "ERR589750" "China" NA "6"
"ERR589869_NODE_6_length_259425_cov_16.1393" "ERR589869_NODE_6_length_259425_cov_16.1393" 259425 16.1393 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "c120" "ERR589869" "China" NA "6"
"SRS020220_NODE_1_length_341536_cov_47.3239" "SRS020220_NODE_1_length_341536_cov_47.3239" 341536 47.3239 FALSE 36.44 FALSE FALSE "Myoviridae" NA NA 0 62 TRUE "c120" "SRS020220" "US" NA "2"
"SRS023617_NODE_3_length_349241_cov_34.1172" "SRS023617_NODE_3_length_349241_cov_34.1172" 349241 34.1172 FALSE 36.41 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "c120" "SRS023617" "US" "Prevotella" "2"
"SRS045715_NODE_1_length_467018_cov_11.8268" "SRS045715_NODE_1_length_467018_cov_11.8268" 467018 11.8268 FALSE 35.05 FALSE FALSE "Myoviridae" NA NA 0 78 TRUE "c120" "SRS045715" "US" NA NA
"SRS050628_NODE_2_length_210482_cov_44.3113" "SRS050628_NODE_2_length_210482_cov_44.3113" 210482 44.3113 FALSE 36.67 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "c1446" "SRS050628" "US" NA "3"
"SRS058808_NODE_14_length_201817_cov_39.8148" "SRS058808_NODE_14_length_201817_cov_39.8148" 201817 39.8148 FALSE 37.44 FALSE FALSE "Siphoviridae" NA NA 0 43 FALSE "c1446" "SRS058808" "US" NA "5"
"SRS064774_NODE_1_length_344276_cov_20.7501" "SRS064774_NODE_1_length_344276_cov_20.7501" 344276 20.7501 FALSE 36.5 FALSE FALSE "Myoviridae" NA NA 0 61 TRUE "c120" "SRS064774" "US" NA "2"
"SRS016002_NODE_4_length_285863_cov_5.40739" "SRS016002_NODE_4_length_285863_cov_5.40739" 285863 5.40739 FALSE 34.44 FALSE FALSE "Siphoviridae" NA NA 0 75 TRUE "c41" "SRS016002" "US" NA "2"
"ERR589642_NODE_15_length_237093_cov_7.49549" "ERR589642_NODE_15_length_237093_cov_7.49549" 237093 7.49549 TRUE 32.6 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "ERR589642" "China" "Veillonella" "4"
"ERR589481_NODE_7_length_214954_cov_7.17026" "ERR589481_NODE_7_length_214954_cov_7.17026" 214954 7.17026 TRUE 38.83 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "c75" "ERR589481" "China" NA "5"
"ERR589374_NODE_1_length_250771_cov_7.48575" "ERR589374_NODE_1_length_250771_cov_7.48575" 250771 7.48575 TRUE 39.7 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "c275" "ERR589374" "China" NA "4"
"SRS013879_NODE_7_length_260460_cov_18.7579" "SRS013879_NODE_7_length_260460_cov_18.7579" 260460 18.7579 TRUE 34.06 FALSE FALSE "Myoviridae" NA NA 0 105 FALSE "c387" "SRS013879" "US" NA "2"
"ERR589440_NODE_6_length_346819_cov_11.3658" "ERR589440_NODE_6_length_346819_cov_11.3658" 346819 11.3658 FALSE 41.33 FALSE FALSE "Myoviridae" NA NA 0 73 TRUE "c1072" "ERR589440" "China" NA "6"
"ERR589556_NODE_30_length_232119_cov_14.2238" "ERR589556_NODE_30_length_232119_cov_14.2238" 232119 14.2238 FALSE 36.13 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "c1993" "ERR589556" "China" "Eubacterium" "7"
"SRS014573_NODE_4_length_277147_cov_10.3504" "SRS014573_NODE_4_length_277147_cov_10.3504" 277147 10.3504 TRUE 28.69 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c312" "SRS014573" "US" "Fusobacterium" "2"
"SRS015574_NODE_5_length_286339_cov_21.2351" "SRS015574_NODE_5_length_286339_cov_21.2351" 286339 21.2351 TRUE 27.84 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c312" "SRS015574" "US" NA "5"
"SRS016037_NODE_8_length_279346_cov_86.6781" "SRS016037_NODE_8_length_279346_cov_86.6781" 279346 86.6781 TRUE 28.72 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "c312" "SRS016037" "US" "Fusobacterium" "2"
"SRS019125_NODE_4_length_291597_cov_12.902" "SRS019125_NODE_4_length_291597_cov_12.902" 291597 12.902 TRUE 27.78 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c312" "SRS019125" "US" NA NA
"SRS042984_NODE_3_length_287576_cov_15.0657" "SRS042984_NODE_3_length_287576_cov_15.0657" 287576 15.0657 TRUE 27.81 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "c312" "SRS042984" "US" NA NA
"SRS016200_NODE_2_length_551943_cov_20.3899" "SRS016200_NODE_2_length_551943_cov_20.3899" 551943 20.3899 TRUE 25.92 FALSE FALSE "Myoviridae" NA NA 0 105 TRUE "c586" "SRS016200" "US" NA "5"
"SRS017007_NODE_1_length_547686_cov_137.51" "SRS017007_NODE_1_length_547686_cov_137.51" 547686 137.51 TRUE 32.33 FALSE FALSE "Myoviridae" NA NA 0 91 TRUE "c283" "SRS017007" "US" NA "2"
"SRS047100_NODE_1_length_449263_cov_16.0097" "SRS047100_NODE_1_length_449263_cov_16.0097" 449263 16.0097 TRUE 32.24 FALSE FALSE "Myoviridae" NA NA 0 80 TRUE "c283" "SRS047100" "US" NA "5"
"ERR589402_NODE_3_length_227434_cov_16.57" "ERR589402_NODE_3_length_227434_cov_16.57" 227434 16.57 FALSE 32.94 FALSE FALSE "Siphoviridae" NA NA 0 30 FALSE "c24" "ERR589402" "China" "Streptococcus" "1"
"ERR589642_NODE_10_length_267647_cov_6.08593" "ERR589642_NODE_10_length_267647_cov_6.08593" 267647 6.08593 FALSE 32.81 FALSE FALSE "Siphoviridae" NA NA 0 28 FALSE "c24" "ERR589642" "China" "Streptococcus" "4"
"ERR589645_NODE_9_length_264051_cov_13.0557" "ERR589645_NODE_9_length_264051_cov_13.0557" 264051 13.0557 FALSE 33.42 FALSE FALSE "Siphoviridae" NA NA 0 25 FALSE "c24" "ERR589645" "China" "Streptococcus" "4"
"SRS017025_NODE_2_length_203435_cov_14.7202" "SRS017025_NODE_2_length_203435_cov_14.7202" 203435 14.7202 FALSE 31.56 FALSE FALSE "Myoviridae" NA NA 0 27 TRUE "c24" "SRS017025" "US" "Streptococcus" "3"
"SRS018149_NODE_1_length_295418_cov_22.1755" "SRS018149_NODE_1_length_295418_cov_22.1755" 295418 22.1755 FALSE 32.04 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "c24" "SRS018149" "US" "Streptococcus" "3"
"SRS105100_NODE_6_length_330445_cov_6.98355" "SRS105100_NODE_6_length_330445_cov_6.98355" 330445 6.98355 FALSE 32.22 FALSE FALSE "Siphoviridae" NA NA 0 30 FALSE "c24" "SRS105100" "US" "Streptococcus" "5"
"ERR589420_NODE_12_length_203291_cov_5.79902" "ERR589420_NODE_12_length_203291_cov_5.79902" 203291 5.79902 FALSE 30.2 FALSE FALSE "Myoviridae" NA NA 1 56 FALSE "c143" "ERR589420" "China" "Veillonella" "4"
"SRS014578_NODE_20_length_208445_cov_10.6138" "SRS014578_NODE_20_length_208445_cov_10.6138" 208445 10.6138 FALSE 37.5 FALSE FALSE "Myoviridae" NA NA 1 30 TRUE "c57" "SRS014578" "US" NA "5"
"SRS018591_NODE_14_length_248293_cov_12.4121" "SRS018591_NODE_14_length_248293_cov_12.4121" 248293 12.4121 FALSE 34.98 FALSE FALSE "Myoviridae" NA NA 0 35 TRUE "c57" "SRS018591" "US" NA "4"
"SRS019071_NODE_2_length_288372_cov_23.2822" "SRS019071_NODE_2_length_288372_cov_23.2822" 288372 23.2822 FALSE 40.36 FALSE FALSE "Myoviridae" NA NA 0 35 TRUE "c57" "SRS019071" "US" NA NA
"SRS142483_NODE_15_length_216815_cov_16.5239" "SRS142483_NODE_15_length_216815_cov_16.5239" 216815 16.5239 TRUE 39.88 FALSE FALSE "Myoviridae" NA NA 0 42 TRUE "c1622" "SRS142483" "US" "Campylobacter" NA
"SRS015797_NODE_11_length_253437_cov_48.7" "SRS015797_NODE_11_length_253437_cov_48.7" 253437 48.7 TRUE 44.41 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c943" "SRS015797" "US" NA NA
"SRS016225_NODE_5_length_249678_cov_27.3838" "SRS016225_NODE_5_length_249678_cov_27.3838" 249678 27.3838 TRUE 44.38 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c943" "SRS016225" "US" NA "2"
"SRS045127_NODE_1_length_246162_cov_12.4049" "SRS045127_NODE_1_length_246162_cov_12.4049" 246162 12.4049 FALSE 44.52 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c943" "SRS045127" "US" NA "2"
"SRS050029_NODE_3_length_248730_cov_32.1946" "SRS050029_NODE_3_length_248730_cov_32.1946" 248730 32.1946 FALSE 44.48 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c943" "SRS050029" "US" NA "3"
"SRS052227_NODE_5_length_248802_cov_64.6119" "SRS052227_NODE_5_length_248802_cov_64.6119" 248802 64.6119 TRUE 44.47 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c943" "SRS052227" "US" NA "2"
"SRS053603_NODE_13_length_255687_cov_6.73762" "SRS053603_NODE_13_length_255687_cov_6.73762" 255687 6.73762 FALSE 44.44 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "c943" "SRS053603" "US" NA "2"
"SRS057692_NODE_2_length_248922_cov_148.172" "SRS057692_NODE_2_length_248922_cov_148.172" 248922 148.172 FALSE 44.53 FALSE FALSE "Myoviridae" NA NA 1 50 FALSE "c943" "SRS057692" "US" NA NA
"SRS101382_NODE_1_length_254822_cov_57.3005" "SRS101382_NODE_1_length_254822_cov_57.3005" 254822 57.3005 TRUE 44.51 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "c943" "SRS101382" "US" NA NA
"SRS101388_NODE_8_length_226735_cov_48.6534" "SRS101388_NODE_8_length_226735_cov_48.6534" 226735 48.6534 FALSE 47.15 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c943" "SRS101388" "US" NA NA
"SRS015893_NODE_8_length_256687_cov_26.4504" "SRS015893_NODE_8_length_256687_cov_26.4504" 256687 26.4504 FALSE 32.31 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c27" "SRS015893" "US" NA "2"
"SRS016086_NODE_14_length_243417_cov_24.8521" "SRS016086_NODE_14_length_243417_cov_24.8521" 243417 24.8521 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c27" "SRS016086" "US" NA "2"
"SRS016319_NODE_4_length_245864_cov_10.831" "SRS016319_NODE_4_length_245864_cov_10.831" 245864 10.831 TRUE 31.74 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c27" "SRS016319" "US" NA "2"
"SRS018739_NODE_8_length_253246_cov_9.48565" "SRS018739_NODE_8_length_253246_cov_9.48565" 253246 9.48565 TRUE 32.14 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "c27" "SRS018739" "US" NA "2"
"SRS019327_NODE_9_length_258319_cov_7.57032" "SRS019327_NODE_9_length_258319_cov_7.57032" 258319 7.57032 FALSE 32.27 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c27" "SRS019327" "US" NA "2"
"SRS042984_NODE_5_length_263381_cov_23.199" "SRS042984_NODE_5_length_263381_cov_23.199" 263381 23.199 TRUE 32.54 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "c27" "SRS042984" "US" NA NA
"SRS053603_NODE_15_length_242549_cov_20.1006" "SRS053603_NODE_15_length_242549_cov_20.1006" 242549 20.1006 FALSE 31.61 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c27" "SRS053603" "US" NA "2"
"SRS058808_NODE_7_length_260368_cov_38.0061" "SRS058808_NODE_7_length_260368_cov_38.0061" 260368 38.0061 TRUE 34.57 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c27" "SRS058808" "US" NA "5"
"SRS064423_NODE_6_length_240050_cov_6.58861" "SRS064423_NODE_6_length_240050_cov_6.58861" 240050 6.58861 FALSE 31.75 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "c27" "SRS064423" "US" NA NA
"SRS065278_NODE_7_length_243535_cov_8.33136" "SRS065278_NODE_7_length_243535_cov_8.33136" 243535 8.33136 FALSE 31.74 FALSE FALSE "Myoviridae" NA NA 0 71 FALSE "c27" "SRS065278" "US" NA NA
"SRS076951_NODE_8_length_243417_cov_13.7537" "SRS076951_NODE_8_length_243417_cov_13.7537" 243417 13.7537 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c27" "SRS076951" "US" NA NA
"SRS098498_NODE_8_length_237971_cov_29.0708" "SRS098498_NODE_8_length_237971_cov_29.0708" 237971 29.0708 FALSE 31.71 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "c27" "SRS098498" "US" NA NA
"SRS104165_NODE_15_length_239970_cov_9.30182" "SRS104165_NODE_15_length_239970_cov_9.30182" 239970 9.30182 FALSE 31.74 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c27" "SRS104165" "US" NA NA
"SRS142896_NODE_10_length_245871_cov_9.19085" "SRS142896_NODE_10_length_245871_cov_9.19085" 245871 9.19085 TRUE 31.74 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c27" "SRS142896" "US" NA NA
"SRS143604_NODE_7_length_238148_cov_18.3963" "SRS143604_NODE_7_length_238148_cov_18.3963" 238148 18.3963 FALSE 31.71 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "c27" "SRS143604" "US" NA NA
"SRS015762_NODE_6_length_284618_cov_110.835" "SRS015762_NODE_6_length_284618_cov_110.835" 284618 110.835 FALSE 31.78 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c54" "SRS015762" "US" NA "2"
"SRS016569_NODE_2_length_280505_cov_14.0325" "SRS016569_NODE_2_length_280505_cov_14.0325" 280505 14.0325 FALSE 31.69 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c54" "SRS016569" "US" NA "2"
"SRS018739_NODE_3_length_280839_cov_107.359" "SRS018739_NODE_3_length_280839_cov_107.359" 280839 107.359 FALSE 31.09 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c54" "SRS018739" "US" NA "2"
"SRS023352_NODE_1_length_277842_cov_25.544" "SRS023352_NODE_1_length_277842_cov_25.544" 277842 25.544 FALSE 31.18 FALSE FALSE "Myoviridae" NA NA 0 46 FALSE "c54" "SRS023352" "US" NA "2"
"SRS078182_NODE_3_length_278864_cov_256.064" "SRS078182_NODE_3_length_278864_cov_256.064" 278864 256.064 FALSE 31.23 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c54" "SRS078182" "US" NA NA
"SRS098498_NODE_3_length_283362_cov_36.4425" "SRS098498_NODE_3_length_283362_cov_36.4425" 283362 36.4425 FALSE 31.13 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c54" "SRS098498" "US" NA NA
"SRS011115_NODE_7_length_277519_cov_89.067" "SRS011115_NODE_7_length_277519_cov_89.067" 277519 89.067 FALSE 28.77 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c312" "SRS011115" "US" NA "2"
"SRS017007_NODE_10_length_282492_cov_57.6154" "SRS017007_NODE_10_length_282492_cov_57.6154" 282492 57.6154 FALSE 28.79 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c312" "SRS017007" "US" NA "2"
"SRS018300_NODE_10_length_217563_cov_13.1876" "SRS018300_NODE_10_length_217563_cov_13.1876" 217563 13.1876 FALSE 29 FALSE FALSE "Myoviridae" NA NA 0 27 FALSE "c312" "SRS018300" "US" "Fusobacterium" "2"
"SRS019128_NODE_1_length_291270_cov_8.23054" "SRS019128_NODE_1_length_291270_cov_8.23054" 291270 8.23054 FALSE 27.79 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c312" "SRS019128" "US" NA NA
"SRS021496_NODE_1_length_240402_cov_149.603" "SRS021496_NODE_1_length_240402_cov_149.603" 240402 149.603 FALSE 28.7 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "c312" "SRS021496" "US" NA NA
"SRS022530_NODE_8_length_276872_cov_26.2922" "SRS022530_NODE_8_length_276872_cov_26.2922" 276872 26.2922 FALSE 28.77 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c312" "SRS022530" "US" NA "2"
"SRS050244_NODE_2_length_279809_cov_19.2303" "SRS050244_NODE_2_length_279809_cov_19.2303" 279809 19.2303 FALSE 28.82 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "c312" "SRS050244" "US" "Fusobacterium" "2"
"SRS018739_NODE_5_length_268234_cov_14.0117" "SRS018739_NODE_5_length_268234_cov_14.0117" 268234 14.0117 TRUE 37.27 FALSE FALSE "Myoviridae" NA NA 0 62 FALSE "c337" "SRS018739" "US" "Centipeda" "2"
"SRS022143_NODE_5_length_249219_cov_7.58485" "SRS022143_NODE_5_length_249219_cov_7.58485" 249219 7.58485 TRUE 38.13 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c337" "SRS022143" "US" "Centipeda" "2"
"SRS142483_NODE_9_length_263420_cov_5.9038" "SRS142483_NODE_9_length_263420_cov_5.9038" 263420 5.9038 TRUE 35.03 FALSE FALSE "Myoviridae" NA NA 0 58 FALSE "c337" "SRS142483" "US" NA NA
"SRS015540_NODE_1_length_262701_cov_22.5606" "SRS015540_NODE_1_length_262701_cov_22.5606" 262701 22.5606 TRUE 42.15 FALSE FALSE "Siphoviridae" NA NA 1 41 FALSE "c256" "SRS015540" "US" "Rothia" "1"
"SRS044230_NODE_5_length_271553_cov_76.12" "SRS044230_NODE_5_length_271553_cov_76.12" 271553 76.12 TRUE 49.43 FALSE FALSE "Siphoviridae" NA NA 1 45 FALSE "c256" "SRS044230" "US" "Rothia" NA
"SRS144237_NODE_4_length_257357_cov_18.9032" "SRS144237_NODE_4_length_257357_cov_18.9032" 257357 18.9032 TRUE 42.28 FALSE FALSE "Siphoviridae" NA NA 1 42 FALSE "c256" "SRS144237" "US" "Rothia" NA
"SRS014271_NODE_6_length_303063_cov_7.19243" "SRS014271_NODE_6_length_303063_cov_7.19243" 303063 7.19243 TRUE 35.19 FALSE FALSE "Myoviridae" NA NA 1 42 TRUE "c57" "SRS014271" "US" NA "2"
"SRS015762_NODE_16_length_233663_cov_52.3172" "SRS015762_NODE_16_length_233663_cov_52.3172" 233663 52.3172 FALSE 30.11 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c143" "SRS015762" "US" "Veillonella" "2"
"SRS019122_NODE_14_length_227426_cov_10.5494" "SRS019122_NODE_14_length_227426_cov_10.5494" 227426 10.5494 FALSE 30.09 FALSE FALSE "Myoviridae" NA NA 0 71 FALSE "c143" "SRS019122" "US" "Veillonella" "2"
"ERR589357_NODE_2_length_344853_cov_11.754" "ERR589357_NODE_2_length_344853_cov_11.754" 344853 11.754 TRUE 41.81 FALSE FALSE "Myoviridae" NA NA 1 81 FALSE "c18" "ERR589357" "China" NA "4"
"SRS015038_NODE_1_length_284301_cov_21.1902" "SRS015038_NODE_1_length_284301_cov_21.1902" 284301 21.1902 FALSE 31.16 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c98" "SRS015038" "US" "Veillonella" "2"
"SRS015434_NODE_3_length_205077_cov_7.28279" "SRS015434_NODE_3_length_205077_cov_7.28279" 205077 7.28279 FALSE 31.28 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c54" "SRS015434" "US" NA "2"
"SRS018791_NODE_2_length_286674_cov_14.9377" "SRS018791_NODE_2_length_286674_cov_14.9377" 286674 14.9377 FALSE 31.15 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c98" "SRS018791" "US" "Veillonella" "2"
"SRS019219_NODE_4_length_288313_cov_5.07394" "SRS019219_NODE_4_length_288313_cov_5.07394" 288313 5.07394 FALSE 31.11 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c98" "SRS019219" "US" "Veillonella" "2"
"SRS057791_NODE_5_length_230855_cov_4.96661" "SRS057791_NODE_5_length_230855_cov_4.96661" 230855 4.96661 FALSE 30.87 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "c54" "SRS057791" "US" NA "2"
"SRS014578_NODE_11_length_252396_cov_32.6576" "SRS014578_NODE_11_length_252396_cov_32.6576" 252396 32.6576 FALSE 49.53 FALSE FALSE "Unassigned" NA NA 1 46 FALSE "c256" "SRS014578" "US" "Rothia" "5"
"SRS015574_NODE_7_length_262650_cov_15.3384" "SRS015574_NODE_7_length_262650_cov_15.3384" 262650 15.3384 FALSE 42.15 FALSE FALSE "Siphoviridae" NA NA 1 40 FALSE "c256" "SRS015574" "US" "Rothia" "5"
"SRS016043_NODE_9_length_249288_cov_8.09271" "SRS016043_NODE_9_length_249288_cov_8.09271" 249288 8.09271 FALSE 49.45 FALSE FALSE "Siphoviridae" NA NA 1 48 TRUE "c256" "SRS016043" "US" "Rothia" "5"
"SRS018778_NODE_6_length_268701_cov_13.8007" "SRS018778_NODE_6_length_268701_cov_13.8007" 268701 13.8007 FALSE 42.37 FALSE FALSE "Siphoviridae" NA NA 1 40 FALSE "c256" "SRS018778" "US" "Rothia" "4"
"SRS019333_NODE_5_length_209906_cov_13.2582" "SRS019333_NODE_5_length_209906_cov_13.2582" 209906 13.2582 FALSE 42.22 FALSE FALSE "Siphoviridae" NA NA 1 36 FALSE "c256" "SRS019333" "US" "Rothia" "5"
"SRS019980_NODE_2_length_264211_cov_18.0734" "SRS019980_NODE_2_length_264211_cov_18.0734" 264211 18.0734 FALSE 49.42 FALSE FALSE "Siphoviridae" NA NA 1 52 TRUE "c256" "SRS019980" "US" "Rothia" "5"
"SRS047100_NODE_3_length_256983_cov_71.5093" "SRS047100_NODE_3_length_256983_cov_71.5093" 256983 71.5093 FALSE 49.64 FALSE FALSE "Siphoviridae" NA NA 1 47 FALSE "c256" "SRS047100" "US" "Rothia" "5"
"SRS074682_NODE_9_length_271484_cov_41.3396" "SRS074682_NODE_9_length_271484_cov_41.3396" 271484 41.3396 FALSE 49.43 FALSE FALSE "Siphoviridae" NA NA 1 45 FALSE "c256" "SRS074682" "US" "Rothia" NA
"SRS148472_NODE_7_length_256561_cov_11.491" "SRS148472_NODE_7_length_256561_cov_11.491" 256561 11.491 FALSE 49.4 FALSE FALSE "Siphoviridae" NA NA 1 50 TRUE "c256" "SRS148472" "US" NA NA
"SRS018300_NODE_7_length_235810_cov_23.7479" "SRS018300_NODE_7_length_235810_cov_23.7479" 235810 23.7479 TRUE 28.4 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c264" "SRS018300" "US" NA "2"
"SRS018739_NODE_13_length_233971_cov_6.6217" "SRS018739_NODE_13_length_233971_cov_6.6217" 233971 6.6217 FALSE 28.46 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "c264" "SRS018739" "US" NA "2"
"SRS019327_NODE_12_length_235595_cov_8.92802" "SRS019327_NODE_12_length_235595_cov_8.92802" 235595 8.92802 TRUE 28.45 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c264" "SRS019327" "US" NA "2"
"SRS058808_NODE_12_length_212293_cov_15.4878" "SRS058808_NODE_12_length_212293_cov_15.4878" 212293 15.4878 TRUE 29.58 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c264" "SRS058808" "US" NA "5"
"SRS018300_NODE_8_length_230132_cov_41.4077" "SRS018300_NODE_8_length_230132_cov_41.4077" 230132 41.4077 TRUE 31.19 FALSE FALSE "Myoviridae" NA NA 0 47 TRUE "c1097" "SRS018300" "US" NA "2"
"SRS018443_NODE_7_length_228215_cov_33.5321" "SRS018443_NODE_7_length_228215_cov_33.5321" 228215 33.5321 FALSE 31.35 FALSE FALSE "Myoviridae" NA NA 0 33 TRUE "c669" "SRS018443" "US" NA "5"
"SRS014470_NODE_6_length_244976_cov_7.18311" "SRS014470_NODE_6_length_244976_cov_7.18311" 244976 7.18311 TRUE 31.69 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "c27" "SRS014470" "US" NA "2"
"SRS011140_NODE_2_length_436784_cov_68.9361" "SRS011140_NODE_2_length_436784_cov_68.9361" 436784 68.9361 FALSE 27.07 FALSE FALSE "Myoviridae" NA NA 0 91 FALSE "c816" "SRS011140" "US" "Neisseria" "2"
"SRS013502_NODE_4_length_320586_cov_11.0399" "SRS013502_NODE_4_length_320586_cov_11.0399" 320586 11.0399 FALSE 32.63 FALSE FALSE "Myoviridae" NA NA 0 57 TRUE "c283" "SRS013502" "US" NA "2"
"SRS015899_NODE_3_length_237594_cov_27.377" "SRS015899_NODE_3_length_237594_cov_27.377" 237594 27.377 FALSE 32.04 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c283" "SRS015899" "US" NA "5"
"SRS018337_NODE_6_length_226323_cov_10.5814" "SRS018337_NODE_6_length_226323_cov_10.5814" 226323 10.5814 FALSE 32.63 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "c586" "SRS018337" "US" NA "4"
"SRS018337_NODE_9_length_208020_cov_10.7901" "SRS018337_NODE_9_length_208020_cov_10.7901" 208020 10.7901 FALSE 32.95 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "c586" "SRS018337" "US" NA "4"
"SRS018394_NODE_2_length_249292_cov_27.5857" "SRS018394_NODE_2_length_249292_cov_27.5857" 249292 27.5857 FALSE 27.58 FALSE FALSE "Myoviridae" NA NA 0 38 TRUE "c586" "SRS018394" "US" NA "5"
"SRS019073_NODE_1_length_343865_cov_22.8081" "SRS019073_NODE_1_length_343865_cov_22.8081" 343865 22.8081 FALSE 32.41 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "c283" "SRS019073" "US" NA NA
"SRS019077_NODE_1_length_343869_cov_159.995" "SRS019077_NODE_1_length_343869_cov_159.995" 343869 159.995 FALSE 32.41 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "c283" "SRS019077" "US" NA NA
"SRS019225_NODE_2_length_435582_cov_61.5931" "SRS019225_NODE_2_length_435582_cov_61.5931" 435582 61.5931 FALSE 32.74 FALSE FALSE "Myoviridae" NA NA 0 79 TRUE "c586" "SRS019225" "US" NA "5"
"SRS019387_NODE_1_length_229131_cov_7.35586" "SRS019387_NODE_1_length_229131_cov_7.35586" 229131 7.35586 FALSE 32.69 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "c586" "SRS019387" "US" NA "5"
"SRS020856_NODE_1_length_552925_cov_28.4381" "SRS020856_NODE_1_length_552925_cov_28.4381" 552925 28.4381 FALSE 32.35 FALSE FALSE "Myoviridae" NA NA 0 89 TRUE "c283" "SRS020856" "US" NA "2"
"SRS022530_NODE_3_length_462844_cov_13.3093" "SRS022530_NODE_3_length_462844_cov_13.3093" 462844 13.3093 FALSE 26.48 FALSE FALSE "Myoviridae" NA NA 0 98 TRUE "c283" "SRS022530" "US" NA "2"
"SRS043755_NODE_1_length_227184_cov_5.73783" "SRS043755_NODE_1_length_227184_cov_5.73783" 227184 5.73783 FALSE 32.17 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c283" "SRS043755" "US" NA "5"
